"Reference","Photo_No","ImgBox","DigitalID","Date_Added","Source","Date","Subject","Notes","Details","Creator","Location","Dimensions","Condition","Format","Copyright","Seq_No","e18","e19"
"00536","536","12","DF01129","","","","Nerang Community Centre Baptist Church's worship centre","","MTQ photo of Nerang worship centre","Unknown","Unknown","18.2x13.3cm","Good - colour","","","952","",""
"00537","537","12","DF01130","","","","Manly Fellowship at Worship","","Group of people from Manly Fellowship at a worship service","Unknown","Unknown","20.4x15.1cm","Good - colour","","","953","",""
"00538","538","12","DF01131","","","","Forest Lake Community Church members","","Group of members from Forest Lake Community Churh in front of church placard","Unknown","Unknown","20.4x15.1cm","Good - colour","","","954","",""
"00539","539","12","DF01132","","","","Forest Lake Community Church meets at local school","","Forest Lake local school where Forest Lake Community Church meets","Unknown","Unknown","20.4x15.1cm","Good - colour","","","955","",""
"00540","540","13","DF00998","","","","Carindale service in the Golf Club","","Carindale servce in the Carindale Golf Club - Church no lnger exists","Unknown","Unknown","15.2x9.9cm","Good - colour","","","956","",""
"00541","541","12","DF01134","","","","Carindale Community Baptist Church new worship centre","","Urban MTQ work","Unknown","Unknown","20.9x15.1cm","Good colour","","","957","",""
"00546","546","13","DF00999","","","","Russell Hinds Inner Urban MTQ","","Rev Russell Hinds - Pastor at Tweed Heads.  Formerly worked in Inner Urban MTQ","Unknown","Unknown","15.2x9.8cm","Good - colour","","","958","",""
"00547","547","12","DF01135","","","","Ron & Mary Linning Forest Lake MTQ","","MTQ urban workers","Unknown","Unknown","20.4x15.1cm","Good - colour","","","959","",""
"00548","548","13","DF01000","","","","Richard & Pat Kingham Mission Coordinators MTQ","","Rev Richard Kingham - MTQ coordinator 1992-1998","Unknown","Unknown","12.8x8.2cm","Good - colour","","","960","",""
"00549","549","13","DF01001","","","","Andrew Steele MTQ","","MTQ pastor at Hughenden - see MTQ bok at page 39","Unknown","Unknown","11.1x9.9cm","Good - colour","","","961","",""
"00550","550","13","DF01002","","","","Rob & Shirley Pattemore MTQ Staff","","Pastor Rob Pattemore MTQ Ayr 1984-1990, Mossman/Port Douglas 1990-1995 and Interim Ministries from 1995.","Unknown","Unknown","15.1x9.9cm","Good - colour","","","962","",""
"00551","551","13","DF01003","","","1997/98","Iain & Caroline Russell MTQ","","Rev Iain Russell MTQ astor Agnes Water/1770 Baptist Fellowship 1998-2006, Tent Hill 2007 - ","Unknown","Unknown","15.2x10.3m","Good - colour","","","963","",""
"00552","552","13","DF01004","","","","Eric & Esther Polis Yowah MTQ","","MTQ pastor at Yowah","Unknown","Unknown","15.2x9.9cm","Good - colour","","","964","",""
"00553","553","13","DF01005","","","","Matt & Sue Hanlon & children Gabriel, Meg & Emily MTQ","","MTQ support workers","Unknown","Unknown","15.2x10.2cm","Good - colour","","","965","",""
"00554","554","13","DF01006","","","","Rev John & Dell Parker MTQ","","MTQ Boyne/Tannum1997-2005","Unknown","Unknown","15.2x10.1cm","Fair - colour","","","966","",""
"00555","555","13","DF01007","","","2010","Baptism at Robina Constitution Service","","Baptism at Robina service","Unknown","Unknown","15.1x9.8cm","Good - colour","","","967","",""
"00556","556","13","DF01008","","","2010","Robina Music Team","","Robina (Mosaic BC) music group","Unknown","Unknown","15.1x9.8cm","Good - colour","","","968","",""
"00557","557","13","DF01009","","","","T W (Bill) Hogan","","Bill Hogan - Baplink ","Unknown","Unknown","15.1x9.9cm","Good - colour","","","969","",""
"00558","558","13","DF01010","","","","Rev Reg & Coral Wedd North Rockhampton Interim Ministry","","Reg and Coral Wedd of North Rockhampton, who did interim ministres in the Rockhampton area","Unknown","Unknown","14.7x10.2cm","Good - colour","","","970","",""
"00559","559","13","DF01011","","","","George & Margaret Henders - Mission to the Interior","","MTQ workers - the Henders -See Photo 518 above (DF00987)","Unknown","Unknown","15.1x10.1cm","Good - colour","","","971","",""
"00560","560","13","DF01012","","","","Ann Forna'asa","","Young girl upa coconut tree","Unknown","Unknown","15.1x10.1cm","Good - colour","","","972","",""
"00561","561","13","DF01013","","","1996","Opening of Agnes Waters Church","","Group of people at the opening of the Agnes Water Baptist church","Unknown","Unknown","15.1x10.2cm","Good - colour","","","973","",""
"00562","562","12","DF01136","","","1995-96","Agnes Waters Church under construction - formerly Deagon Worship Centre","","New church under constructiom. Building relocated from Deagon Mission Fellowship used to build the church.","Unknown","Unknown","20.5x14.2cm","Good - colour","","","974","",""
"00563","563","13","DF01014","","","1998","Agnes Water Church after completion of building program February 1998","","AgnesWater church building after completion 1998 - prefabricated part of the building was previously the Youth Centre at the Deagon Mission Church which closed in 1993.","Unknown","Unknown","15.1x9.8cm","Good - colour","","","975","",""
"00564","564","13","DF01015","","","1998","Agnes Water Church - interior view of furnishings","","Agnes Water building interior","","","","","","","976","",""
"00565","565","12","DF01137","","","","Algester Baptist Fellowship","","MTQ photo Group of members of Algester Fellowship","Unknown","Unknown","18.2x14.0cm","Good - colour","","","977","",""
"00566","566","12","DF01138","","","","Caboolture East Church meeting at local Primary School","","Congregation of Caboolture East BC meeting at local primary school","Unknown","Unknown","19.9x15.0cm","Good - colour","","","978","",""
"00567","567","12","DF01139","","","","First Baptism - Christine Goldie - Browns Plains Baptist Church","","Christine Goldie - first baptism at Browns Plains BC","Unknown","Browns Plains","20.0x14.6cm","Good - colour","","","979","",""
"00568","568","12","","","","","Bridgeman Downs Baptist Church - Aspley Australian Rules Club - former worship centre","","Meeting of Bridgeman Downs BC at Aspley AFL club","Unknown","Aspley","19.9x14.6cm","Fair - colour","","","980","",""
"00569","569","13","DF01016","","","","Chancellor Park congregation","","Church service congregation at Chancellor Park","Unknown","Unknown","15.2x10.0cm","Good - colour","","","981","",""
"00570","570","13","DF01017","","","1998","Kell family Bradley 1 week and Joshua 2.5 years","","Pastor Graham Kell, wife Rachel and children Bradley (1 week) and Joshua 2.5 years)","Unknown","Unknown","15.1x10.1cm","Good - colour","","","982","",""
"00571","571","13","DF01018","","","1994","Mareeba Baptist Family Centre","","Baptist Family Centre at Mareeba","Unknown","Unknown","15.1x9.9cm","Good - colour","","","983","",""
"00572","572","13","DF01019","","","1994","Mareeba BC - interior of church and hall","","Working on the interior of the Mareeba church and hall areas","Unknown","Unknown","15.1x10.2cm","Good - colour","","","984","",""
"00573","573","13","DF01020","","","1994","Mareeba - interior of worship centre","","Mareeba church - interior view","Unknown","Unknown","15.1x10.2cm","Good - colour","","","985","",""
"00574","574","13","DF01021","","","1994","Mareeba Fellowship group 1994","","Members of the Mareeba Fellowship n 1994","Unknown","Unknown","15.1x10.2cm","Good - colour","","","986","",""
"00575","575","12","","","","1987","Hughenden Baptist Church","","Group of children with Hughenden BC behind them","Unknown","Unknown","19.7x14.2cm","Fair - colour","","","987","",""
"00576","576","13","DF01022","","","1987","Hughenden BC","","Hughenden BC building in 1987","Unknown","Unknown","15.1x9.9cm","Good - colour","","","988","",""
"00577","577","13","DF01023","","","1988","John & Cheryl Whyte at the start of Glenden","","Rev John and Cheryl Whyte on the verandah of the Glenden manse and worship centre","Unknown","Unknown","15.0x10.2cm","Good - colour","","","989","",""
"00578","578","13","DF01024","","","1988","Glenden Manse and Worship Centre","","Construction of theGlenden anse and worship centre June 1988","Unknown","Unknown","15.0x10.1cm","Good - colour","","","990","",""
"00579","579","13","DF01025","","","1988","Glenden Manse and Worship Centre - work completed","","Completed manse and worship centre at Glenden 1988","Unknown","Unknown","14.5x9.6cm","Good - colour","","","991","",""
"00580","580","13","DF01026","","","1988","Glenden under construction","","Workers on the construction of the Glenden manse and worship centre","Unknown","Unknown","14.4x9.7cm","Good - colour","","","992","",""
"00581","581","13","DF01027","","","","Rev Neville Suffolk - Arera Superintendent","","Rev Neville Suffolk Central Queensland Area Superintendent 1998","Unknown","Unknown","15.2x9.8cm","Good - colour","","","993","",""
"00582","582","13","DF01028","","","","Emerald - Reclaiming Easter","","Emerald church reclaiming Easter in 1993","Unknown","Unknown","15.2x10.2cm","Good - colour","","","994","",""
"00583","583","13","DF01029","","","1983","Keith & Anne Wilson and family - Dysart 1983","","Wilson family - Dysart church 1983","Unknown","Unknown","14.0x8.7cm","Good B & W","","","995","",""
"00584","584","12","DF01142","","","","Emerald Baptist Church","","Emerald BC building","MTQ","Emerald","19.8x13.6cm","Fair - colour","","","996","",""
"00585","585","12","DF01143","","","","Emerald - Baptism in the Nogoa River","","Baptism in the Nogoa River of a member of Emeral BC","MTQ","Emerald Nogoa River","21.0x14.4cm","Good - colour","","","997","",""
"00586","586","13","DF01030","","","","Dysart Baptist Church building","","Dysart church building - exterior view","Unknown","Unknown","14.7x10.1cm","Good - colour","","","998","",""
"00587","587","13","DF01031","","","","Dysart BC congregation","","Dysart church congregation in front of the church building","Unknown","Unknown","12.6x8.8cm","Good - colour","","","999","",""
"00588","588","13","DF01032","","","","Burdekin Baptist Church","","Burdekin Baptist church building - exterior view","Unknown","Unknown","14.8x10.2cm","Good - colour","","","1000","",""
"00589","589","13","DF01033","","","","Burdekin BC - Opening of the church","","Burdekin church congregation at the opening of the building - interior view","Unknown","Unknown","14.8x10.1cm","Good - colour","","","1001","",""
"00590","590","12","DF01144","","","","Burdekin Church congregation","","Burdekin BC congregation","MTQ","Burdekin","21.0x14.9cm","Good - colour","","","1002","",""
"00591","591","13","DF01034","","","","Cooktown Baptist Church","","Cooktown Baptist Church building - exterior view","Unknown","Unknown","15.2x10.1cm","Good - colour","","","1003","",""
"00592","592","13","DF01035","","","1998","Cooktown - children","","Group of happy Cooktown church children - February 1998","Unknown","Unknown","15.2x10.2cm","Good - colour","","","1004","",""
"00593","593","13","DF01036","","","1998","Cooktown congregation","","Cooktown BC church service - interior view of congregation","Unknown","Unknown","15.2x10.2cm","Good - colour","","","1005","",""
"00594","594","13","DF01037","","","1990","Cooktown Manse under construction","","Construction work at Cooktown 29 May 1990","Unknown","Unknown","14.8x10.1cm","Good - colour","","","1006","",""
"00595","595","13","DF01038","","","","Rev Barry Fairhead","","Baptismal service by Pastor Barry Fairhead pastor of Cooktown BC 1987-1991","Unknown","Unknown","11.0x8.6cm","Poor - bromide","","","1007","",""
"00596","596","13","DF01039","","","","Cooktown BC","","Cooktown Baptist Church building - exterior view","Unknown","Unknown","15.2x9.9cm","Good - colour","","","1008","",""
"00597","597","12","DF01145","","","","Longreach BC children's group","","Children's group at Longreach BC","MTQ","Longreach","19.6x13.6cm","Poor - dark - colour","","","1009","",""
"00598","598","13","DF01040","","","","Longreach manse","","Longreach manse building - taken as the building nears completion","Unknown","Unknown","14.7x10.2cm","Good - colour","","","1010","",""
"00599","599","13","DF01041","","","","Longreach BC","","Longreach church building - exterior view","Unknown","Unknown","15.2x9.9cm","Good - colour","","","1011","",""
"00600","600","13","DF01042","","","","Middlemount BC under construction","","Building at Middlemount under construction","Unknown","Unknown","14.9x9.7cm","Good - colour","","","1012","",""
"00601","601","13","DF01043","","","1983","Middlemount BC church service","","Middlemount - church service - interior view of congregation","Unknown","Unknown","14.7x9.9cm","Fair - colour faded","","","1013","",""
"00602","602","13","DF01044","","","1983","Middlemount BC","","Exterior view of Middlemount church building","Unknown","Unknown","14.7x8.8cm","Good - colour","","","1014","",""
"00603","603","13","DF01045","","","","Tieri Baptist Church","","Exterior view of Tieri church building","Unknown","Unknown","17.3x12.4cm","Good - colour","","","1015","",""
"00604","604","13","DF01046","","","1999","Mossman Holiday Club 1999","","Children at the church run holiday club at Mossman BC","Unknown","Unknown","15.1x10.1cm","Good - colour","","","1016","",""
"00605","605","13","DF01048","","","","Tieri congregation in church","","Interior of Tieri BC - congregation at service","Unknown","Unknown","17.4x12.4cm","Good - colour","","","1017","",""
"00606","606","13","DF01047","","","","Remote area baptism by Phil Greenbury (Tieri)","","Pastor Phil Greenbury conducting baptismal service - Pastor at Tieri 1986-1992","Unknown","Unknown","15.0x10.2cm","Good - colour","","","1018","",""
"00607","607","13","DF01049","","","","New Tully manse","","The Baptist Church manse at Tully","Unknown","Unknown","15.1x10.0cm","Good - colour","","","1019","",""
"00608","608","13","DF01050","","","","Easter witness at Tully","","Easter witness parade in the town center at Tully","Unknown","Unknown","14.8x10.0cm","Good - colour","","","1020","",""
"00609","609","13","DF01051","","","1992","Whitsunday congregation 23 August 1992","","Whitsunday congregation in front of church building on Sunday morning 23 August 1992","Unknown","Unknown","15.2x10.2cm","Good - colour","","","1021","",""
"00610","610","12","DF01146","","","","Building Whitsunday church","","Two colour photos of Whitsunday BC being built","MTQ","Whitsunday","17.3x15.2cm","Good - colour","","","1022","",""
"00611","611","13","DF01052","","","","Derrick Veeristra Church Secretary Whitsunday","","Whitsunday Church Secretary, Derrick Veenstra, ","Unknown","Unknown","15.1x10.2cm","Poor quality lighting","","","1023","",""
"00612","612","13","DF01053","","","","New Whitsunday manse on the church's block of land","","New manse at Whitsunday","Unknown","Unknown","15.2x10.1cm","Good - colour","","","1024","",""
"00613","613","13","DF01054","","","","Whitsunday church and worship centre","","Whitsunday church building","Unknown","Unknown","15.2x10.2cm","Fair","","","1025","",""
"00614","614","13","DF01055","","","","Neil & Val Kronk with Alice - Whitsunday","","Kronk family at Whitsunday","Unknown","Unknown","15.1x10.2cm","Good - colour","","","1026","",""
"00615","615","12","DF01147","","","","Walloon Baptist community","","Congregation in front of Walloon Baptist Community Church","MTQ","Walloon","19.7x14.5cm","Good - colour","","","1027","",""
"00616","616","13","DF01056","","","","Springfield Community Church","","Tent used as church at Springfield","Unknown","Unknown","15.1x10.1cm","Good - colour","","","1028","",""
